!,"ID for suite of sites or experiments","Name of experiment, field test or survey",Field Overlay (DOME) ID,Seaonal Strategy (DOME) ID,Rotational Analysis (DOME) ID,BATCH (DOME) ID,,,Treatment Name,4-character Climate ID code,Climate replication number for multiple realizations of weather data (ask Alex),Region ID,Regional stratum identification number,RAP ID,"Management regimen ID, for multiple management regimens per RAP",Names of institutions involved in collection of field or survey data,"Crop rotation indicator (=1 to indicate that this is a continuous, multi-year simulation, =0 for single year simulations)",Weather station ID,Soil ID,Site Latitude,Site Longitude,Crop type (common name) ,Crop model-specific cultivar ID,Cultivar name,Start of simulation date,Planting date,"Observed harvested yield, dry weight",Observed total above-ground biomass at harvest,Observed harvest date,Total number of irrigation events,Total amount of irrigation,Type of irrigation application,Total number of fertilizer applications,Total N applied,Total P applied,Total K applied,Manure and applied oganic matter,Total number of tillage applications,"Tillage type (hand, animal or mechanized)",Experiment ID,Weather ID,Soil ID,DOME ID for Overlay,DOME ID for Seasonal  ,DOME ID for Rotational ,DOME ID for Batch DOME,"Short name of crop model used for simulations (e.g., DSSAT, APSIM, Aquacrop, STICS, etc.)",Model name and version number of the crop model used to generate simulated outputs,"Simulated harvest yield, dry matter","Simulated above-ground biomass at harvest, dry matter",Simulated anthesis date,Simulated maturity date,Simulated harvest date,"Simulated leaf area index, maximum",Total precipitation from planting to harvest,"Simulated evapotranspiration, planting to harvest",Simulated N uptake during season,Simulated N leached up to harvest maturity,"Transpiration, cumulative from planting to harvest","Evaporation,soil, cumulative from planting to harvest"
!,text,text,text,text,text,text,number,number,text,code,number,code,number,code,code,text,number,text,text,decimal degrees,decimal degrees,text,text,text,yyyy-mm-dd,yyyy-mm-dd,kg/ha,kg/ha,yyyy-mm-dd,number,mm,text,number,kg[N]/ha,kg[P]/ha,kg[K]/ha,kg/ha,#,text,text,text,text,text,text,text,text,text,text,kg/ha,kg/ha,yyyy-mm-dd,yyyy-mm-dd,yyyy-mm-dd,m2/m2,mm,mm,kg/ha,kg/ha,mm,mm
#,SUITE_ID,EXNAME,FIELD_OVERLAY,SEASONAL_STRATEGY,ROTATIONAL_ANALYSIS,BATCH_DOME,BATCH_RUN#,RUN#,TRT_NAME,CLIM_ID,CLIM_REP,REG_ID,STRATUM,RAP_ID,MAN_ID,INSTITUTION,ROTATION,WST_ID,SOIL_ID,FL_LAT,FL_LONG,CRID_text,CUL_ID,CUL_NAME,SDAT,PDATE,HWAH,CWAH,HDATE,IR#C,IR_TOT,IROP_text,FE_#,FEN_TOT,FEP_TOT,FEK_TOT,OM_TOT,TI_#,TIIMP_text,EID,WID,SID,DOID,DSID,DRID,BDID,CROP_MODEL,MODEL_VER,HWAH_S,CWAH_S,ADAT_S,MDAT_S,HADAT_S,LAIX_S,PRCP_S,ETCP_S,NUCM_S,NLCM_S,EPCP_S,ESCP_S
*,,"KURN001_1__11","KURNOOL------FERTILITY2","KURNOOL-----IOFX-RCP8.5_MID","","","",11,"","IOFX",1,"KURNOOL","",,,AgMIP,0,INKK,KUR0000002,15.8427,78.0322,"Chickpea",GF0005,"JG-11",1990-08-25,1990-09-24,,,,,,"",1,41,0,0,,,"","9dd3e8cb72385e6ec78d9f319d5f1f30764146dfce073621ba7fd2170eced59c","97ecd3aba8eeeca4d93cb0d44274ca5bd3cc25fae013184e696b849c5e0b7cbe","7ab4aab0019bf6592b2eabee01639217e3b882132c8ff02873d7ec47774e27b8","9cb287fa0cc51c6e2857ec7b03ccbadacbb094540a285fcf18c281c82428bda9","73ca0b74f247fe3ec4e7874fba76161554319488462c0110da94687325b2c943","","",DSSAT,"DSSAT CRGRO045 Ver. 4.5.1.023 -Stub","454","964","1990-11-06","1990-12-20","1990-12-28","0.9","323.3","213.8","37","0","",""
*,,"KURN001_1__12","KURNOOL------FERTILITY2","KURNOOL-----IOFX-RCP8.5_MID","","","",12,"","IOFX",1,"KURNOOL","",,,AgMIP,0,INKK,KUR0000002,15.8427,78.0322,"Chickpea",GF0005,"JG-11",1991-08-23,1991-09-22,,,,,,"",1,41,0,0,,,"","9dd3e8cb72385e6ec78d9f319d5f1f30764146dfce073621ba7fd2170eced59c","97ecd3aba8eeeca4d93cb0d44274ca5bd3cc25fae013184e696b849c5e0b7cbe","7ab4aab0019bf6592b2eabee01639217e3b882132c8ff02873d7ec47774e27b8","9cb287fa0cc51c6e2857ec7b03ccbadacbb094540a285fcf18c281c82428bda9","73ca0b74f247fe3ec4e7874fba76161554319488462c0110da94687325b2c943","","",DSSAT,"DSSAT CRGRO045 Ver. 4.5.1.023 -Stub","396","974","1991-11-05","1991-12-18","1991-12-26","1.0","163.7","198.3","50","0","",""
*,,"KURN001_1__13","KURNOOL------FERTILITY2","KURNOOL-----IOFX-RCP8.5_MID","","","",13,"","IOFX",1,"KURNOOL","",,,AgMIP,0,INKK,KUR0000002,15.8427,78.0322,"Chickpea",GF0005,"JG-11",1992-08-30,1992-09-29,,,,,,"",1,41,0,0,,,"","9dd3e8cb72385e6ec78d9f319d5f1f30764146dfce073621ba7fd2170eced59c","97ecd3aba8eeeca4d93cb0d44274ca5bd3cc25fae013184e696b849c5e0b7cbe","7ab4aab0019bf6592b2eabee01639217e3b882132c8ff02873d7ec47774e27b8","9cb287fa0cc51c6e2857ec7b03ccbadacbb094540a285fcf18c281c82428bda9","73ca0b74f247fe3ec4e7874fba76161554319488462c0110da94687325b2c943","","",DSSAT,"DSSAT CRGRO045 Ver. 4.5.1.023 -Stub","59","226","1992-11-12","1992-12-19","1992-12-27","0.4","149.2","163.3","23","0","",""
*,,"KURN001_1__14","KURNOOL------FERTILITY2","KURNOOL-----IOFX-RCP8.5_MID","","","",14,"","IOFX",1,"KURNOOL","",,,AgMIP,0,INKK,KUR0000002,15.8427,78.0322,"Chickpea",GF0005,"JG-11",1993-08-22,1993-09-21,,,,,,"",1,41,0,0,,,"","9dd3e8cb72385e6ec78d9f319d5f1f30764146dfce073621ba7fd2170eced59c","97ecd3aba8eeeca4d93cb0d44274ca5bd3cc25fae013184e696b849c5e0b7cbe","7ab4aab0019bf6592b2eabee01639217e3b882132c8ff02873d7ec47774e27b8","9cb287fa0cc51c6e2857ec7b03ccbadacbb094540a285fcf18c281c82428bda9","73ca0b74f247fe3ec4e7874fba76161554319488462c0110da94687325b2c943","","",DSSAT,"DSSAT CRGRO045 Ver. 4.5.1.023 -Stub","645","1289","1993-11-04","1993-12-20","1993-12-28","0.9","392.6","259.1","56","0","",""
*,,"KURN001_1__15","KURNOOL------FERTILITY2","KURNOOL-----IOFX-RCP8.5_MID","","","",15,"","IOFX",1,"KURNOOL","",,,AgMIP,0,INKK,KUR0000002,15.8427,78.0322,"Chickpea",GF0005,"JG-11",1994-09-05,1994-10-05,,,,,,"",1,41,0,0,,,"","9dd3e8cb72385e6ec78d9f319d5f1f30764146dfce073621ba7fd2170eced59c","97ecd3aba8eeeca4d93cb0d44274ca5bd3cc25fae013184e696b849c5e0b7cbe","7ab4aab0019bf6592b2eabee01639217e3b882132c8ff02873d7ec47774e27b8","9cb287fa0cc51c6e2857ec7b03ccbadacbb094540a285fcf18c281c82428bda9","73ca0b74f247fe3ec4e7874fba76161554319488462c0110da94687325b2c943","","",DSSAT,"DSSAT CRGRO045 Ver. 4.5.1.023 -Stub","208","592","1994-11-17","1994-12-26","1995-01-03","0.9","237.7","195.4","36","0","",""
*,,"KURN001_1__16","KURNOOL------FERTILITY2","KURNOOL-----IOFX-RCP8.5_MID","","","",16,"","IOFX",1,"KURNOOL","",,,AgMIP,0,INKK,KUR0000002,15.8427,78.0322,"Chickpea",GF0005,"JG-11",1995-09-09,1995-10-09,,,,,,"",1,41,0,0,,,"","9dd3e8cb72385e6ec78d9f319d5f1f30764146dfce073621ba7fd2170eced59c","97ecd3aba8eeeca4d93cb0d44274ca5bd3cc25fae013184e696b849c5e0b7cbe","7ab4aab0019bf6592b2eabee01639217e3b882132c8ff02873d7ec47774e27b8","9cb287fa0cc51c6e2857ec7b03ccbadacbb094540a285fcf18c281c82428bda9","73ca0b74f247fe3ec4e7874fba76161554319488462c0110da94687325b2c943","","",DSSAT,"DSSAT CRGRO045 Ver. 4.5.1.023 -Stub","528","1126","1995-11-21","1996-01-04","1996-01-12","1.0","243.1","195.4","40","0","",""
*,,"KURN001_1__17","KURNOOL------FERTILITY2","KURNOOL-----IOFX-RCP8.5_MID","","","",17,"","IOFX",1,"KURNOOL","",,,AgMIP,0,INKK,KUR0000002,15.8427,78.0322,"Chickpea",GF0005,"JG-11",1996-08-27,1996-09-26,,,,,,"",1,41,0,0,,,"","9dd3e8cb72385e6ec78d9f319d5f1f30764146dfce073621ba7fd2170eced59c","97ecd3aba8eeeca4d93cb0d44274ca5bd3cc25fae013184e696b849c5e0b7cbe","7ab4aab0019bf6592b2eabee01639217e3b882132c8ff02873d7ec47774e27b8","9cb287fa0cc51c6e2857ec7b03ccbadacbb094540a285fcf18c281c82428bda9","73ca0b74f247fe3ec4e7874fba76161554319488462c0110da94687325b2c943","","",DSSAT,"DSSAT CRGRO045 Ver. 4.5.1.023 -Stub","759","1531","1996-11-07","1996-12-24","1997-01-01","1.1","454.0","246.6","54","7","",""
*,,"KURN001_1__18","KURNOOL------FERTILITY2","KURNOOL-----IOFX-RCP8.5_MID","","","",18,"","IOFX",1,"KURNOOL","",,,AgMIP,0,INKK,KUR0000002,15.8427,78.0322,"Chickpea",GF0005,"JG-11",1997-08-25,1997-09-24,,,,,,"",1,41,0,0,,,"","9dd3e8cb72385e6ec78d9f319d5f1f30764146dfce073621ba7fd2170eced59c","97ecd3aba8eeeca4d93cb0d44274ca5bd3cc25fae013184e696b849c5e0b7cbe","7ab4aab0019bf6592b2eabee01639217e3b882132c8ff02873d7ec47774e27b8","9cb287fa0cc51c6e2857ec7b03ccbadacbb094540a285fcf18c281c82428bda9","73ca0b74f247fe3ec4e7874fba76161554319488462c0110da94687325b2c943","","",DSSAT,"DSSAT CRGRO045 Ver. 4.5.1.023 -Stub","415","1045","1997-11-07","1997-12-23","1997-12-31","1.0","174.0","201.6","38","3","",""
*,,"KURN001_1__19","KURNOOL------FERTILITY2","KURNOOL-----IOFX-RCP8.5_MID","","","",19,"","IOFX",1,"KURNOOL","",,,AgMIP,0,INKK,KUR0000002,15.8427,78.0322,"Chickpea",GF0005,"JG-11",1998-08-22,1998-09-21,,,,,,"",1,41,0,0,,,"","9dd3e8cb72385e6ec78d9f319d5f1f30764146dfce073621ba7fd2170eced59c","97ecd3aba8eeeca4d93cb0d44274ca5bd3cc25fae013184e696b849c5e0b7cbe","7ab4aab0019bf6592b2eabee01639217e3b882132c8ff02873d7ec47774e27b8","9cb287fa0cc51c6e2857ec7b03ccbadacbb094540a285fcf18c281c82428bda9","73ca0b74f247fe3ec4e7874fba76161554319488462c0110da94687325b2c943","","",DSSAT,"DSSAT CRGRO045 Ver. 4.5.1.023 -Stub","555","1241","1998-11-02","1998-12-18","1998-12-26","1.2","356.4","278.5","54","5","",""
*,,"KURN001_1__20","KURNOOL------FERTILITY2","KURNOOL-----IOFX-RCP8.5_MID","","","",20,"","IOFX",1,"KURNOOL","",,,AgMIP,0,INKK,KUR0000002,15.8427,78.0322,"Chickpea",GF0005,"JG-11",1999-09-20,1999-10-20,,,,,,"",1,41,0,0,,,"","9dd3e8cb72385e6ec78d9f319d5f1f30764146dfce073621ba7fd2170eced59c","97ecd3aba8eeeca4d93cb0d44274ca5bd3cc25fae013184e696b849c5e0b7cbe","7ab4aab0019bf6592b2eabee01639217e3b882132c8ff02873d7ec47774e27b8","9cb287fa0cc51c6e2857ec7b03ccbadacbb094540a285fcf18c281c82428bda9","73ca0b74f247fe3ec4e7874fba76161554319488462c0110da94687325b2c943","","",DSSAT,"DSSAT CRGRO045 Ver. 4.5.1.023 -Stub","0","16","1999-12-03","2000-01-08","2000-01-16","0.0","10.8","34.3","0","0","",""
*,,"KURN001_1__21","KURNOOL------FERTILITY2","KURNOOL-----IOFX-RCP8.5_MID","","","",21,"","IOFX",1,"KURNOOL","",,,AgMIP,0,INKK,KUR0000002,15.8427,78.0322,"Chickpea",GF0005,"JG-11",2000-08-30,2000-09-29,,,,,,"",1,41,0,0,,,"","9dd3e8cb72385e6ec78d9f319d5f1f30764146dfce073621ba7fd2170eced59c","97ecd3aba8eeeca4d93cb0d44274ca5bd3cc25fae013184e696b849c5e0b7cbe","7ab4aab0019bf6592b2eabee01639217e3b882132c8ff02873d7ec47774e27b8","9cb287fa0cc51c6e2857ec7b03ccbadacbb094540a285fcf18c281c82428bda9","73ca0b74f247fe3ec4e7874fba76161554319488462c0110da94687325b2c943","","",DSSAT,"DSSAT CRGRO045 Ver. 4.5.1.023 -Stub","210","563","2000-11-11","2000-12-22","2000-12-30","0.7","146.3","181.8","33","0","",""
*,,"KURN001_1__22","KURNOOL------FERTILITY2","KURNOOL-----IOFX-RCP8.5_MID","","","",22,"","IOFX",1,"KURNOOL","",,,AgMIP,0,INKK,KUR0000002,15.8427,78.0322,"Chickpea",GF0005,"JG-11",2001-08-22,2001-09-21,,,,,,"",1,41,0,0,,,"","9dd3e8cb72385e6ec78d9f319d5f1f30764146dfce073621ba7fd2170eced59c","97ecd3aba8eeeca4d93cb0d44274ca5bd3cc25fae013184e696b849c5e0b7cbe","7ab4aab0019bf6592b2eabee01639217e3b882132c8ff02873d7ec47774e27b8","9cb287fa0cc51c6e2857ec7b03ccbadacbb094540a285fcf18c281c82428bda9","73ca0b74f247fe3ec4e7874fba76161554319488462c0110da94687325b2c943","","",DSSAT,"DSSAT CRGRO045 Ver. 4.5.1.023 -Stub","632","1338","2001-11-03","2001-12-19","2001-12-27","1.0","463.5","260.5","54","4","",""
*,,"KURN001_1__23","KURNOOL------FERTILITY2","KURNOOL-----IOFX-RCP8.5_MID","","","",23,"","IOFX",1,"KURNOOL","",,,AgMIP,0,INKK,KUR0000002,15.8427,78.0322,"Chickpea",GF0005,"JG-11",2002-09-15,2002-10-15,,,,,,"",1,41,0,0,,,"","9dd3e8cb72385e6ec78d9f319d5f1f30764146dfce073621ba7fd2170eced59c","97ecd3aba8eeeca4d93cb0d44274ca5bd3cc25fae013184e696b849c5e0b7cbe","7ab4aab0019bf6592b2eabee01639217e3b882132c8ff02873d7ec47774e27b8","9cb287fa0cc51c6e2857ec7b03ccbadacbb094540a285fcf18c281c82428bda9","73ca0b74f247fe3ec4e7874fba76161554319488462c0110da94687325b2c943","","",DSSAT,"DSSAT CRGRO045 Ver. 4.5.1.023 -Stub","111","351","2002-11-27","2003-01-07","2003-01-15","0.5","56.3","133.4","23","0","",""
*,,"KURN001_1__24","KURNOOL------FERTILITY2","KURNOOL-----IOFX-RCP8.5_MID","","","",24,"","IOFX",1,"KURNOOL","",,,AgMIP,0,INKK,KUR0000002,15.8427,78.0322,"Chickpea",GF0005,"JG-11",2003-08-30,2003-09-29,,,,,,"",1,41,0,0,,,"","9dd3e8cb72385e6ec78d9f319d5f1f30764146dfce073621ba7fd2170eced59c","97ecd3aba8eeeca4d93cb0d44274ca5bd3cc25fae013184e696b849c5e0b7cbe","7ab4aab0019bf6592b2eabee01639217e3b882132c8ff02873d7ec47774e27b8","9cb287fa0cc51c6e2857ec7b03ccbadacbb094540a285fcf18c281c82428bda9","73ca0b74f247fe3ec4e7874fba76161554319488462c0110da94687325b2c943","","",DSSAT,"DSSAT CRGRO045 Ver. 4.5.1.023 -Stub","198","534","2003-11-11","2003-12-21","2003-12-29","0.6","160.4","175.0","32","0","",""
